Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
"Gambia, The",GMB,"Population ages 0-14, male",SP.POP.0014.MA.IN,555027
"Gambia, The",GMB,"Population ages 0-14, female",SP.POP.0014.FE.IN,543828
"Gambia, The",GMB,"Population ages 15-64, male",SP.POP.1564.MA.IN,752376
"Gambia, The",GMB,"Population ages 15-64, female",SP.POP.1564.FE.IN,766276
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5256
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4266
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1343260
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1354585
Georgia,GEO,"Population ages 0-14, male",SP.POP.0014.MA.IN,403049
Georgia,GEO,"Population ages 0-14, female",SP.POP.0014.FE.IN,378719
Georgia,GEO,"Population ages 15-64, male",SP.POP.1564.MA.IN,1128347
Georgia,GEO,"Population ages 15-64, female",SP.POP.1564.FE.IN,1236251
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,98745
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,32475
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1731528
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1983955
Germany,DEU,"Population ages 0-14, male",SP.POP.0014.MA.IN,5950761
Germany,DEU,"Population ages 0-14, female",SP.POP.0014.FE.IN,5638126
Germany,DEU,"Population ages 15-64, male",SP.POP.1564.MA.IN,26771339
Germany,DEU,"Population ages 15-64, female",SP.POP.1564.FE.IN,25940226
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3794285
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2444087
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41119651
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42160349
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6187036
Ghana,GHA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6037066
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,10142789
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,10193909
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,106023
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,67976
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,16877545
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,16910369
Gibraltar,GIB,"Population ages 0-14, male",SP.POP.0014.MA.IN,3526
Gibraltar,GIB,"Population ages 0-14, female",SP.POP.0014.FE.IN,3320
Gibraltar,GIB,"Population ages 15-64, male",SP.POP.1564.MA.IN,12500
Gibraltar,GIB,"Population ages 15-64, female",SP.POP.1564.FE.IN,12404
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,1001
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,616
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,19145
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,19326
Greece,GRC,"Population ages 0-14, male",SP.POP.0014.MA.IN,726451
Greece,GRC,"Population ages 0-14, female",SP.POP.0014.FE.IN,687337
Greece,GRC,"Population ages 15-64, male",SP.POP.1564.MA.IN,3254053
Greece,GRC,"Population ages 15-64, female",SP.POP.1564.FE.IN,3294203
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,471088
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,297054
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5039990
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5365598
Greenland,GRL,"Population ages 0-14, male",SP.POP.0014.MA.IN,6079
Greenland,GRL,"Population ages 0-14, female",SP.POP.0014.FE.IN,5750
Greenland,GRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,20718
Greenland,GRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,18563
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,391
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,315
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,29936
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,26929
Grenada,GRD,"Population ages 0-14, male",SP.POP.0014.MA.IN,11849
Grenada,GRD,"Population ages 0-14, female",SP.POP.0014.FE.IN,11388
Grenada,GRD,"Population ages 15-64, male",SP.POP.1564.MA.IN,40608
Grenada,GRD,"Population ages 15-64, female",SP.POP.1564.FE.IN,39339
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,2250
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1263
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,58747
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,58334
Guam,GUM,"Population ages 0-14, male",SP.POP.0014.MA.IN,22346
Guam,GUM,"Population ages 0-14, female",SP.POP.0014.FE.IN,20979
Guam,GUM,"Population ages 15-64, male",SP.POP.1564.MA.IN,52777
Guam,GUM,"Population ages 15-64, female",SP.POP.1564.FE.IN,50229
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,2129
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1448
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,84416
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,82090
Guatemala,GTM,"Population ages 0-14, male",SP.POP.0014.MA.IN,2955290
Guatemala,GTM,"Population ages 0-14, female",SP.POP.0014.FE.IN,2869625
Guatemala,GTM,"Population ages 15-64, male",SP.POP.1564.MA.IN,5646614
Guatemala,GTM,"Population ages 15-64, female",SP.POP.1564.FE.IN,5795145
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,72402
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,54995
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8989012
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,9135826
Guinea,GIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,3013263
Guinea,GIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2927975
Guinea,GIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3900773
Guinea,GIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,4067756
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,41623
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,27484
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,7122533
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,7282935
Guinea-Bissau,GNB,"Population ages 0-14, male",SP.POP.0014.MA.IN,427757
Guinea-Bissau,GNB,"Population ages 0-14, female",SP.POP.0014.FE.IN,417264
Guinea-Bissau,GNB,"Population ages 15-64, male",SP.POP.1564.MA.IN,609708
Guinea-Bissau,GNB,"Population ages 15-64, female",SP.POP.1564.FE.IN,630940
Guinea-Bissau,GNB,"Population ages 80 and above, female",SP.POP.80UP.FE,4676
Guinea-Bissau,GNB,"Population ages 80 and above, male",SP.POP.80UP.MA,3025
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,1063795
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,1089544
Guyana,GUY,"Population ages 0-14, male",SP.POP.0014.MA.IN,122955
Guyana,GUY,"Population ages 0-14, female",SP.POP.0014.FE.IN,119358
Guyana,GUY,"Population ages 15-64, male",SP.POP.1564.MA.IN,256801
Guyana,GUY,"Population ages 15-64, female",SP.POP.1564.FE.IN,273695
Guyana,GUY,"Population ages 80 and above, female",SP.POP.80UP.FE,5125
Guyana,GUY,"Population ages 80 and above, male",SP.POP.80UP.MA,2949
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,402457
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,423896
Haiti,HTI,"Population ages 0-14, male",SP.POP.0014.MA.IN,1852090
Haiti,HTI,"Population ages 0-14, female",SP.POP.0014.FE.IN,1822092
Haiti,HTI,"Population ages 15-64, male",SP.POP.1564.MA.IN,3679602
Haiti,HTI,"Population ages 15-64, female",SP.POP.1564.FE.IN,3746180
Haiti,HTI,"Population ages 80 and above, female",SP.POP.80UP.FE,39731
Haiti,HTI,"Population ages 80 and above, male",SP.POP.80UP.MA,23889
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5761588
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5875810
Heavily indebted poor countries (HIPC),HPC,"Population ages 0-14, male",SP.POP.0014.MA.IN,193834308
Heavily indebted poor countries (HIPC),HPC,"Population ages 0-14, female",SP.POP.0014.FE.IN,189410958
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, male",SP.POP.1564.MA.IN,251225342
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, female",SP.POP.1564.FE.IN,255307562
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, female",SP.POP.80UP.FE,2071346
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, male",SP.POP.80UP.MA,1372258
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,457217450
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,460086804
High income,HIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,114079451
High income,HIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,108338485
High income,HIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,463753378
High income,HIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,444922595
High income,HIC,"Population ages 80 and above, female",SP.POP.80UP.FE,45152468
High income,HIC,"Population ages 80 and above, male",SP.POP.80UP.MA,26892421
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,695016295
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,705449218
Honduras,HND,"Population ages 0-14, male",SP.POP.0014.MA.IN,1688693
Honduras,HND,"Population ages 0-14, female",SP.POP.0014.FE.IN,1610801
Honduras,HND,"Population ages 15-64, male",SP.POP.1564.MA.IN,3467016
Honduras,HND,"Population ages 15-64, female",SP.POP.1564.FE.IN,3421387
Honduras,HND,"Population ages 80 and above, female",SP.POP.80UP.FE,33935
Honduras,HND,"Population ages 80 and above, male",SP.POP.80UP.MA,20456
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,5359700
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,5285151
"Hong Kong SAR, China",HKG,"Population ages 0-14, male",SP.POP.0014.MA.IN,410174
"Hong Kong SAR, China",HKG,"Population ages 0-14, female",SP.POP.0014.FE.IN,396116
"Hong Kong SAR, China",HKG,"Population ages 15-64, male",SP.POP.1564.MA.IN,2220028
"Hong Kong SAR, China",HKG,"Population ages 15-64, female",SP.POP.1564.FE.IN,2878575
"Hong Kong SAR, China",HKG,"Population ages 80 and above, female",SP.POP.80UP.FE,230413
"Hong Kong SAR, China",HKG,"Population ages 80 and above, male",SP.POP.80UP.MA,174059
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3397208
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,4138892
Hungary,HUN,"Population ages 0-14, male",SP.POP.0014.MA.IN,713668
Hungary,HUN,"Population ages 0-14, female",SP.POP.0014.FE.IN,675804
Hungary,HUN,"Population ages 15-64, male",SP.POP.1564.MA.IN,3122054
Hungary,HUN,"Population ages 15-64, female",SP.POP.1564.FE.IN,3083655
Hungary,HUN,"Population ages 80 and above, female",SP.POP.80UP.FE,316859
Hungary,HUN,"Population ages 80 and above, male",SP.POP.80UP.MA,139201
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4602840
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,4989346
IBRD only,IBD,"Population ages 0-14, male",SP.POP.0014.MA.IN,..
IBRD only,IBD,"Population ages 0-14, female",SP.POP.0014.FE.IN,..
IBRD only,IBD,"Population ages 15-64, male",SP.POP.1564.MA.IN,..
IBRD only,IBD,"Population ages 15-64, female",SP.POP.1564.FE.IN,..
IBRD only,IBD,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IBRD only,IBD,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..
Iceland,ISL,"Population ages 0-14, male",SP.POP.0014.MA.IN,36500
Iceland,ISL,"Population ages 0-14, female",SP.POP.0014.FE.IN,34523
Iceland,ISL,"Population ages 15-64, male",SP.POP.1564.MA.IN,135645
Iceland,ISL,"Population ages 15-64, female",SP.POP.1564.FE.IN,126309
Iceland,ISL,"Population ages 80 and above, female",SP.POP.80UP.FE,7793
Iceland,ISL,"Population ages 80 and above, male",SP.POP.80UP.MA,6159
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,201394
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,191955
IDA & IBRD total,IBT,"Population ages 0-14, male",SP.POP.0014.MA.IN,941841756
IDA & IBRD total,IBT,"Population ages 0-14, female",SP.POP.0014.FE.IN,887258895
IDA & IBRD total,IBT,"Population ages 15-64, male",SP.POP.1564.MA.IN,2256910262
IDA & IBRD total,IBT,"Population ages 15-64, female",SP.POP.1564.FE.IN,2201969669
IDA & IBRD total,IBT,"Population ages 80 and above, female",SP.POP.80UP.FE,59164497
IDA & IBRD total,IBT,"Population ages 80 and above, male",SP.POP.80UP.MA,36048076
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3452054364
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3406902781
IDA blend,IDB,"Population ages 0-14, male",SP.POP.0014.MA.IN,..
IDA blend,IDB,"Population ages 0-14, female",SP.POP.0014.FE.IN,..
IDA blend,IDB,"Population ages 15-64, male",SP.POP.1564.MA.IN,..
IDA blend,IDB,"Population ages 15-64, female",SP.POP.1564.FE.IN,..
IDA blend,IDB,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA blend,IDB,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..
IDA only,IDX,"Population ages 0-14, male",SP.POP.0014.MA.IN,..
IDA only,IDX,"Population ages 0-14, female",SP.POP.0014.FE.IN,..
IDA only,IDX,"Population ages 15-64, male",SP.POP.1564.MA.IN,..
IDA only,IDX,"Population ages 15-64, female",SP.POP.1564.FE.IN,..
IDA only,IDX,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA only,IDX,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..
IDA total,IDA,"Population ages 0-14, male",SP.POP.0014.MA.IN,..
IDA total,IDA,"Population ages 0-14, female",SP.POP.0014.FE.IN,..
IDA total,IDA,"Population ages 15-64, male",SP.POP.1564.MA.IN,..
IDA total,IDA,"Population ages 15-64, female",SP.POP.1564.FE.IN,..
IDA total,IDA,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA total,IDA,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..
India,IND,"Population ages 0-14, male",SP.POP.0014.MA.IN,187882029
India,IND,"Population ages 0-14, female",SP.POP.0014.FE.IN,172455965
India,IND,"Population ages 15-64, male",SP.POP.1564.MA.IN,506719577
India,IND,"Population ages 15-64, female",SP.POP.1564.FE.IN,471471101
India,IND,"Population ages 80 and above, female",SP.POP.80UP.FE,8545252
India,IND,"Population ages 80 and above, male",SP.POP.80UP.MA,6410901
India,IND,"Population, male",SP.POP.TOTL.MA.IN,741883264
India,IND,"Population, female",SP.POP.TOTL.FE.IN,696186332
Indonesia,IDN,"Population ages 0-14, male",SP.POP.0014.MA.IN,35979229
Indonesia,IDN,"Population ages 0-14, female",SP.POP.0014.FE.IN,34134499
Indonesia,IDN,"Population ages 15-64, male",SP.POP.1564.MA.IN,96723170
Indonesia,IDN,"Population ages 15-64, female",SP.POP.1564.FE.IN,94533373
Indonesia,IDN,"Population ages 80 and above, female",SP.POP.80UP.FE,1877945
Indonesia,IDN,"Population ages 80 and above, male",SP.POP.80UP.MA,1036600
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,141255767
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,139934300
"Iran, Islamic Rep.",IRN,"Population ages 0-14, male",SP.POP.0014.MA.IN,10636350
"Iran, Islamic Rep.",IRN,"Population ages 0-14, female",SP.POP.0014.FE.IN,10057576
"Iran, Islamic Rep.",IRN,"Population ages 15-64, male",SP.POP.1564.MA.IN,31942684
"Iran, Islamic Rep.",IRN,"Population ages 15-64, female",SP.POP.1564.FE.IN,30799436
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, female",SP.POP.80UP.FE,588400
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, male",SP.POP.80UP.MA,430461
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,46061602
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,44547105
Iraq,IRQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,8568862
Iraq,IRQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,8149732
Iraq,IRQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,13420571
Iraq,IRQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,13403851
Iraq,IRQ,"Population ages 80 and above, female",SP.POP.80UP.FE,125908
Iraq,IRQ,"Population ages 80 and above, male",SP.POP.80UP.MA,67488
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,22614115
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,22459934
Ireland,IRL,"Population ages 0-14, male",SP.POP.0014.MA.IN,516378
Ireland,IRL,"Population ages 0-14, female",SP.POP.0014.FE.IN,492970
Ireland,IRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,1723283
Ireland,IRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,1750077
Ireland,IRL,"Population ages 80 and above, female",SP.POP.80UP.FE,114628
Ireland,IRL,"Population ages 80 and above, male",SP.POP.80UP.MA,82154
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2627523
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2680077
Isle of Man,IMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,6235
Isle of Man,IMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,5988
Isle of Man,IMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,26437
Isle of Man,IMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,26388
Isle of Man,IMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2968
Isle of Man,IMN,"Population ages 80 and above, male",SP.POP.80UP.MA,2144
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,41683
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,42482
Israel,ISR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1382145
Israel,ISR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1312103
Israel,ISR,"Population ages 15-64, male",SP.POP.1564.MA.IN,2932284
Israel,ISR,"Population ages 15-64, female",SP.POP.1564.FE.IN,2918718
Israel,ISR,"Population ages 80 and above, female",SP.POP.80UP.FE,171266
Israel,ISR,"Population ages 80 and above, male",SP.POP.80UP.MA,115509
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4855903
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4900697
Italy,ITA,"Population ages 0-14, male",SP.POP.0014.MA.IN,3682719
Italy,ITA,"Population ages 0-14, female",SP.POP.0014.FE.IN,3481705
Italy,ITA,"Population ages 15-64, male",SP.POP.1564.MA.IN,18850469
Italy,ITA,"Population ages 15-64, female",SP.POP.1564.FE.IN,18691080
Italy,ITA,"Population ages 80 and above, female",SP.POP.80UP.FE,2822652
Italy,ITA,"Population ages 80 and above, male",SP.POP.80UP.MA,1741778
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,28815309
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,30178166
Jamaica,JAM,"Population ages 0-14, male",SP.POP.0014.MA.IN,276489
Jamaica,JAM,"Population ages 0-14, female",SP.POP.0014.FE.IN,266880
Jamaica,JAM,"Population ages 15-64, male",SP.POP.1564.MA.IN,1031028
Jamaica,JAM,"Population ages 15-64, female",SP.POP.1564.FE.IN,1042121
Jamaica,JAM,"Population ages 80 and above, female",SP.POP.80UP.FE,19763
Jamaica,JAM,"Population ages 80 and above, male",SP.POP.80UP.MA,13441
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1404742
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1435044
Japan,JPN,"Population ages 0-14, male",SP.POP.0014.MA.IN,7448559
Japan,JPN,"Population ages 0-14, female",SP.POP.0014.FE.IN,7056747
Japan,JPN,"Population ages 15-64, male",SP.POP.1564.MA.IN,37139294
Japan,JPN,"Population ages 15-64, female",SP.POP.1564.FE.IN,36062674
Japan,JPN,"Population ages 80 and above, female",SP.POP.80UP.FE,8057108
Japan,JPN,"Population ages 80 and above, male",SP.POP.80UP.MA,4793479
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,60771087
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,63745563
Jordan,JOR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1818630
Jordan,JOR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1753405
Jordan,JOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,3844192
Jordan,JOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,3528548
Jordan,JOR,"Population ages 80 and above, female",SP.POP.80UP.FE,41744
Jordan,JOR,"Population ages 80 and above, male",SP.POP.80UP.MA,29078
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5903251
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,5535962
Kazakhstan,KAZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,3066273
Kazakhstan,KAZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,2939054
Kazakhstan,KAZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,6220199
Kazakhstan,KAZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,6415519
Kazakhstan,KAZ,"Population ages 80 and above, female",SP.POP.80UP.FE,214034
Kazakhstan,KAZ,"Population ages 80 and above, male",SP.POP.80UP.MA,68596
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,9897043
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,10433061
Kenya,KEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,10431069
Kenya,KEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,10291799
Kenya,KEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,16389481
Kenya,KEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,16614458
Kenya,KEN,"Population ages 80 and above, female",SP.POP.80UP.FE,184587
Kenya,KEN,"Population ages 80 and above, male",SP.POP.80UP.MA,95275
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,27517012
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,27821991
Kiribati,KIR,"Population ages 0-14, male",SP.POP.0014.MA.IN,23424
Kiribati,KIR,"Population ages 0-14, female",SP.POP.0014.FE.IN,22867
Kiribati,KIR,"Population ages 15-64, male",SP.POP.1564.MA.IN,38708
Kiribati,KIR,"Population ages 15-64, female",SP.POP.1564.FE.IN,42072
Kiribati,KIR,"Population ages 80 and above, female",SP.POP.80UP.FE,468
Kiribati,KIR,"Population ages 80 and above, male",SP.POP.80UP.MA,213
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,64231
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,68299
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, male",SP.POP.0014.MA.IN,2572943
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, female",SP.POP.0014.FE.IN,2441396
"Korea, Dem. People's Rep.",PRK,"Population ages 15-64, male",SP.POP.1564.MA.IN,9160329
"Korea, Dem. People's Rep.",PRK,"Population ages 15-64, female",SP.POP.1564.FE.IN,9065797
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, female",SP.POP.80UP.FE,438846
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, male",SP.POP.80UP.MA,197339
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,13058006
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13360198
"Korea, Rep.",KOR,"Population ages 0-14, male",SP.POP.0014.MA.IN,2912580
"Korea, Rep.",KOR,"Population ages 0-14, female",SP.POP.0014.FE.IN,2760717
"Korea, Rep.",KOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,18768940
"Korea, Rep.",KOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,17788862
"Korea, Rep.",KOR,"Population ages 80 and above, female",SP.POP.80UP.FE,1556470
"Korea, Rep.",KOR,"Population ages 80 and above, male",SP.POP.80UP.MA,780113
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25813829
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25898790
Kosovo,XKX,"Population ages 0-14, male",SP.POP.0014.MA.IN,194624
Kosovo,XKX,"Population ages 0-14, female",SP.POP.0014.FE.IN,179382
Kosovo,XKX,"Population ages 15-64, male",SP.POP.1564.MA.IN,595868
Kosovo,XKX,"Population ages 15-64, female",SP.POP.1564.FE.IN,617111
Kosovo,XKX,"Population ages 80 and above, female",SP.POP.80UP.FE,17914
Kosovo,XKX,"Population ages 80 and above, male",SP.POP.80UP.MA,11063
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,863921
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,892445
Kuwait,KWT,"Population ages 0-14, male",SP.POP.0014.MA.IN,461773
Kuwait,KWT,"Population ages 0-14, female",SP.POP.0014.FE.IN,441101
Kuwait,KWT,"Population ages 15-64, male",SP.POP.1564.MA.IN,2430501
Kuwait,KWT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1376736
Kuwait,KWT,"Population ages 80 and above, female",SP.POP.80UP.FE,9413
Kuwait,KWT,"Population ages 80 and above, male",SP.POP.80UP.MA,7858
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2968226
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1885194
Kyrgyz Republic,KGZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,1191409
Kyrgyz Republic,KGZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,1128198
Kyrgyz Republic,KGZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,2160198
Kyrgyz Republic,KGZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,2234639
Kyrgyz Republic,KGZ,"Population ages 80 and above, female",SP.POP.80UP.FE,32254
Kyrgyz Republic,KGZ,"Population ages 80 and above, male",SP.POP.80UP.MA,17485
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3510290
