Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Chad,TCD,"Population ages 80 and above, male",SP.POP.80UP.MA,18116
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,9691189
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,9627875
Channel Islands,CHI,"Population ages 0-14, male",SP.POP.0014.MA.IN,12349
Channel Islands,CHI,"Population ages 0-14, female",SP.POP.0014.FE.IN,11793
Channel Islands,CHI,"Population ages 15-64, male",SP.POP.1564.MA.IN,55395
Channel Islands,CHI,"Population ages 15-64, female",SP.POP.1564.FE.IN,55179
Channel Islands,CHI,"Population ages 80 and above, female",SP.POP.80UP.FE,5229
Channel Islands,CHI,"Population ages 80 and above, male",SP.POP.80UP.MA,3550
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,82826
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,84865
Chile,CHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,1741074
Chile,CHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,1676484
Chile,CHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,6802439
Chile,CHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,6746890
Chile,CHL,"Population ages 80 and above, female",SP.POP.80UP.FE,371391
Chile,CHL,"Population ages 80 and above, male",SP.POP.80UP.MA,253115
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,9770154
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,9888681
China,CHN,"Population ages 0-14, male",SP.POP.0014.MA.IN,125009291
China,CHN,"Population ages 0-14, female",SP.POP.0014.FE.IN,109022006
China,CHN,"Population ages 15-64, male",SP.POP.1564.MA.IN,502922178
China,CHN,"Population ages 15-64, female",SP.POP.1564.FE.IN,471798189
China,CHN,"Population ages 80 and above, female",SP.POP.80UP.FE,21143382
China,CHN,"Population ages 80 and above, male",SP.POP.80UP.MA,13480058
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,719169536
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,691540464
Colombia,COL,"Population ages 0-14, male",SP.POP.0014.MA.IN,5500279
Colombia,COL,"Population ages 0-14, female",SP.POP.0014.FE.IN,5276751
Colombia,COL,"Population ages 15-64, male",SP.POP.1564.MA.IN,18147107
Colombia,COL,"Population ages 15-64, female",SP.POP.1564.FE.IN,18491682
Colombia,COL,"Population ages 80 and above, female",SP.POP.80UP.FE,491003
Colombia,COL,"Population ages 80 and above, male",SP.POP.80UP.MA,290957
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,25818556
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,26502596
Comoros,COM,"Population ages 0-14, male",SP.POP.0014.MA.IN,161337
Comoros,COM,"Population ages 0-14, female",SP.POP.0014.FE.IN,156719
Comoros,COM,"Population ages 15-64, male",SP.POP.1564.MA.IN,248865
Comoros,COM,"Population ages 15-64, female",SP.POP.1564.FE.IN,245429
Comoros,COM,"Population ages 80 and above, female",SP.POP.80UP.FE,3022
Comoros,COM,"Population ages 80 and above, male",SP.POP.80UP.MA,2336
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,427697
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,422690
"Congo, Dem. Rep.",COD,"Population ages 0-14, male",SP.POP.0014.MA.IN,24429256
"Congo, Dem. Rep.",COD,"Population ages 0-14, female",SP.POP.0014.FE.IN,24327420
"Congo, Dem. Rep.",COD,"Population ages 15-64, male",SP.POP.1564.MA.IN,26582466
"Congo, Dem. Rep.",COD,"Population ages 15-64, female",SP.POP.1564.FE.IN,27204583
"Congo, Dem. Rep.",COD,"Population ages 80 and above, female",SP.POP.80UP.FE,236495
"Congo, Dem. Rep.",COD,"Population ages 80 and above, male",SP.POP.80UP.MA,163913
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,52483883
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,53305848
"Congo, Rep.",COG,"Population ages 0-14, male",SP.POP.0014.MA.IN,1274989
"Congo, Rep.",COG,"Population ages 0-14, female",SP.POP.0014.FE.IN,1252803
"Congo, Rep.",COG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1734286
"Congo, Rep.",COG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1740600
"Congo, Rep.",COG,"Population ages 80 and above, female",SP.POP.80UP.FE,12234
"Congo, Rep.",COG,"Population ages 80 and above, male",SP.POP.80UP.MA,8882
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,3091229
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,3091656
Costa Rica,CRI,"Population ages 0-14, male",SP.POP.0014.MA.IN,504012
Costa Rica,CRI,"Population ages 0-14, female",SP.POP.0014.FE.IN,482936
Costa Rica,CRI,"Population ages 15-64, male",SP.POP.1564.MA.IN,1749335
Costa Rica,CRI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1770934
Costa Rica,CRI,"Population ages 80 and above, female",SP.POP.80UP.FE,76251
Costa Rica,CRI,"Population ages 80 and above, male",SP.POP.80UP.MA,50407
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2523133
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2582392
Cote d'Ivoire,CIV,"Population ages 0-14, male",SP.POP.0014.MA.IN,6509759
Cote d'Ivoire,CIV,"Population ages 0-14, female",SP.POP.0014.FE.IN,6354308
Cote d'Ivoire,CIV,"Population ages 15-64, male",SP.POP.1564.MA.IN,8961959
Cote d'Ivoire,CIV,"Population ages 15-64, female",SP.POP.1564.FE.IN,8539219
Cote d'Ivoire,CIV,"Population ages 80 and above, female",SP.POP.80UP.FE,58695
Cote d'Ivoire,CIV,"Population ages 80 and above, male",SP.POP.80UP.MA,45395
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,15869633
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,15296021
Croatia,HRV,"Population ages 0-14, male",SP.POP.0014.MA.IN,280808
Croatia,HRV,"Population ages 0-14, female",SP.POP.0014.FE.IN,264896
Croatia,HRV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1220752
Croatia,HRV,"Population ages 15-64, female",SP.POP.1564.FE.IN,1212629
Croatia,HRV,"Population ages 80 and above, female",SP.POP.80UP.FE,152287
Croatia,HRV,"Population ages 80 and above, male",SP.POP.80UP.MA,70819
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1861175
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,1998511
Cuba,CUB,"Population ages 0-14, male",SP.POP.0014.MA.IN,882018
Cuba,CUB,"Population ages 0-14, female",SP.POP.0014.FE.IN,827611
Cuba,CUB,"Population ages 15-64, male",SP.POP.1564.MA.IN,3762511
Cuba,CUB,"Population ages 15-64, female",SP.POP.1564.FE.IN,3763054
Cuba,CUB,"Population ages 80 and above, female",SP.POP.80UP.FE,254935
Cuba,CUB,"Population ages 80 and above, male",SP.POP.80UP.MA,179845
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5438940
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5580991
Curacao,CUW,"Population ages 0-14, male",SP.POP.0014.MA.IN,11479
Curacao,CUW,"Population ages 0-14, female",SP.POP.0014.FE.IN,11059
Curacao,CUW,"Population ages 15-64, male",SP.POP.1564.MA.IN,49752
Curacao,CUW,"Population ages 15-64, female",SP.POP.1564.FE.IN,51497
Curacao,CUW,"Population ages 80 and above, female",SP.POP.80UP.FE,3050
Curacao,CUW,"Population ages 80 and above, male",SP.POP.80UP.MA,1230
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,70330
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,77532
Cyprus,CYP,"Population ages 0-14, male",SP.POP.0014.MA.IN,111229
Cyprus,CYP,"Population ages 0-14, female",SP.POP.0014.FE.IN,104693
Cyprus,CYP,"Population ages 15-64, male",SP.POP.1564.MA.IN,477656
Cyprus,CYP,"Population ages 15-64, female",SP.POP.1564.FE.IN,458754
Cyprus,CYP,"Population ages 80 and above, female",SP.POP.80UP.FE,27091
Cyprus,CYP,"Population ages 80 and above, male",SP.POP.80UP.MA,17939
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,677602
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,667374
Czechia,CZE,"Population ages 0-14, male",SP.POP.0014.MA.IN,871477
Czechia,CZE,"Population ages 0-14, female",SP.POP.0014.FE.IN,831314
Czechia,CZE,"Population ages 15-64, male",SP.POP.1564.MA.IN,3542390
Czechia,CZE,"Population ages 15-64, female",SP.POP.1564.FE.IN,3386746
Czechia,CZE,"Population ages 80 and above, female",SP.POP.80UP.FE,318219
Czechia,CZE,"Population ages 80 and above, male",SP.POP.80UP.MA,167271
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,5356990
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,5507052
Denmark,DNK,"Population ages 0-14, male",SP.POP.0014.MA.IN,484413
Denmark,DNK,"Population ages 0-14, female",SP.POP.0014.FE.IN,459187
Denmark,DNK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1906274
Denmark,DNK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1871995
Denmark,DNK,"Population ages 80 and above, female",SP.POP.80UP.FE,184389
Denmark,DNK,"Population ages 80 and above, male",SP.POP.80UP.MA,128194
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2955957
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2990995
Djibouti,DJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,172475
Djibouti,DJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,168503
Djibouti,DJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,374714
Djibouti,DJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,382650
Djibouti,DJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4209
Djibouti,DJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2875
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,571602
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,581342
Dominica,DMA,"Population ages 0-14, male",SP.POP.0014.MA.IN,6020
Dominica,DMA,"Population ages 0-14, female",SP.POP.0014.FE.IN,6025
Dominica,DMA,"Population ages 15-64, male",SP.POP.1564.MA.IN,23256
Dominica,DMA,"Population ages 15-64, female",SP.POP.1564.FE.IN,22733
Dominica,DMA,"Population ages 80 and above, female",SP.POP.80UP.FE,1088
Dominica,DMA,"Population ages 80 and above, male",SP.POP.80UP.MA,686
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,33298
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,33212
Dominican Republic,DOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,1554392
Dominican Republic,DOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,1495305
Dominican Republic,DOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,3706413
Dominican Republic,DOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,3716148
Dominican Republic,DOM,"Population ages 80 and above, female",SP.POP.80UP.FE,97566
Dominican Republic,DOM,"Population ages 80 and above, male",SP.POP.80UP.MA,52536
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,5634533
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,5696732
Early-demographic dividend,EAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,500665212
Early-demographic dividend,EAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,471511631
Early-demographic dividend,EAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1176571151
Early-demographic dividend,EAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1136349760
Early-demographic dividend,EAR,"Population ages 80 and above, female",SP.POP.80UP.FE,20542380
Early-demographic dividend,EAR,"Population ages 80 and above, male",SP.POP.80UP.MA,13913664
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,1780789311
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,1730287500
East Asia & Pacific,EAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,231663940
East Asia & Pacific,EAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,210203862
East Asia & Pacific,EAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,830092097
East Asia & Pacific,EAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,795023994
East Asia & Pacific,EAS,"Population ages 80 and above, female",SP.POP.80UP.FE,38375247
East Asia & Pacific,EAS,"Population ages 80 and above, male",SP.POP.80UP.MA,23425292
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,1203196804
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,1181266807
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, male",SP.POP.0014.MA.IN,215926520
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, female",SP.POP.0014.FE.IN,195316126
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, male",SP.POP.1564.MA.IN,750460569
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, female",SP.POP.1564.FE.IN,717051085
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, female",SP.POP.80UP.FE,27076923
East Asia & Pacific (excluding high income),EAP,"Population ages 80 and above, male",SP.POP.80UP.MA,16638214
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,1081763112
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,1055764642
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,213357627
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,192878501
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,741310779
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,707994289
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, female",SP.POP.80UP.FE,26638242
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 80 and above, male",SP.POP.80UP.MA,16440965
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,1068720709
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female",SP.POP.TOTL.FE.IN,1042418443
Ecuador,ECU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2295029
Ecuador,ECU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2200835
Ecuador,ECU,"Population ages 15-64, male",SP.POP.1564.MA.IN,6016666
Ecuador,ECU,"Population ages 15-64, female",SP.POP.1564.FE.IN,6012446
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,167428
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,105842
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,8964951
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,9015132
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male",SP.POP.0014.MA.IN,19018870
"Egypt, Arab Rep.",EGY,"Population ages 0-14, female",SP.POP.0014.FE.IN,18130945
"Egypt, Arab Rep.",EGY,"Population ages 15-64, male",SP.POP.1564.MA.IN,36366261
"Egypt, Arab Rep.",EGY,"Population ages 15-64, female",SP.POP.1564.FE.IN,35327629
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,338332
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,180056
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,57830587
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,56705185
El Salvador,SLV,"Population ages 0-14, male",SP.POP.0014.MA.IN,817546
El Salvador,SLV,"Population ages 0-14, female",SP.POP.0014.FE.IN,773135
El Salvador,SLV,"Population ages 15-64, male",SP.POP.1564.MA.IN,1981855
El Salvador,SLV,"Population ages 15-64, female",SP.POP.1564.FE.IN,2232299
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,62742
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,34382
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2997185
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3312439
Equatorial Guinea,GNQ,"Population ages 0-14, male",SP.POP.0014.MA.IN,349134
Equatorial Guinea,GNQ,"Population ages 0-14, female",SP.POP.0014.FE.IN,343408
Equatorial Guinea,GNQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,594271
Equatorial Guinea,GNQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,493792
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,4608
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,3291
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,974877
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,872672
Eritrea,ERI,"Population ages 0-14, male",SP.POP.0014.MA.IN,677703
Eritrea,ERI,"Population ages 0-14, female",SP.POP.0014.FE.IN,664555
Eritrea,ERI,"Population ages 15-64, male",SP.POP.1564.MA.IN,973672
Eritrea,ERI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1010406
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,13161
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,8747
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1712524
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1757866
Estonia,EST,"Population ages 0-14, male",SP.POP.0014.MA.IN,112364
Estonia,EST,"Population ages 0-14, female",SP.POP.0014.FE.IN,106447
Estonia,EST,"Population ages 15-64, male",SP.POP.1564.MA.IN,437240
Estonia,EST,"Population ages 15-64, female",SP.POP.1564.FE.IN,427652
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,61873
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,22024
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,650852
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,719434
Eswatini,SWZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,208135
Eswatini,SWZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,206164
Eswatini,SWZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,375487
Eswatini,SWZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,389692
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,4323
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,2528
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,604016
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,626490
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,25814544
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,24845761
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,36851724
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,37098451
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,316585
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,213586
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,64486162
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,64205530
Euro area,EMU,"Population ages 0-14, male",SP.POP.0014.MA.IN,25781399
Euro area,EMU,"Population ages 0-14, female",SP.POP.0014.FE.IN,24464120
Euro area,EMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,111697102
Euro area,EMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,110696058
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14379951
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8748119
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,171172087
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,178498715
Europe & Central Asia,ECS,"Population ages 0-14, male",SP.POP.0014.MA.IN,83522931
Europe & Central Asia,ECS,"Population ages 0-14, female",SP.POP.0014.FE.IN,79283770
Europe & Central Asia,ECS,"Population ages 15-64, male",SP.POP.1564.MA.IN,297683461
Europe & Central Asia,ECS,"Population ages 15-64, female",SP.POP.1564.FE.IN,300341347
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27725404
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,15001303
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,449190178
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,475779687
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male",SP.POP.0014.MA.IN,29630153
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, female",SP.POP.0014.FE.IN,28150857
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, male",SP.POP.1564.MA.IN,81497208
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, female",SP.POP.1564.FE.IN,82592791
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,3829758
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,1633024
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,121823281
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,127322927
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, male",SP.POP.0014.MA.IN,47717775
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, female",SP.POP.0014.FE.IN,45301854
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, male",SP.POP.1564.MA.IN,148818943
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 15-64, female",SP.POP.1564.FE.IN,152800589
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,9791350
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3867642
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,220600505
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238424947
European Union,EUU,"Population ages 0-14, male",SP.POP.0014.MA.IN,33658579
European Union,EUU,"Population ages 0-14, female",SP.POP.0014.FE.IN,31942144
European Union,EUU,"Population ages 15-64, male",SP.POP.1564.MA.IN,143941601
European Union,EUU,"Population ages 15-64, female",SP.POP.1564.FE.IN,142262868
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17389738
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10299756
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,219524517
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,229279525
Faroe Islands,FRO,"Population ages 0-14, male",SP.POP.0014.MA.IN,5628
Faroe Islands,FRO,"Population ages 0-14, female",SP.POP.0014.FE.IN,5354
Faroe Islands,FRO,"Population ages 15-64, male",SP.POP.1564.MA.IN,17848
Faroe Islands,FRO,"Population ages 15-64, female",SP.POP.1564.FE.IN,15994
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1385
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1055
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,28178
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,26304
Fiji,FJI,"Population ages 0-14, male",SP.POP.0014.MA.IN,128525
Fiji,FJI,"Population ages 0-14, female",SP.POP.0014.FE.IN,124554
Fiji,FJI,"Population ages 15-64, male",SP.POP.1564.MA.IN,305052
Fiji,FJI,"Population ages 15-64, female",SP.POP.1564.FE.IN,307394
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4624
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2308
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,458652
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,465493
Finland,FIN,"Population ages 0-14, male",SP.POP.0014.MA.IN,426343
Finland,FIN,"Population ages 0-14, female",SP.POP.0014.FE.IN,407615
Finland,FIN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1750802
Finland,FIN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1682584
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,210031
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,123309
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2759480
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2824431
Fragile and conflict affected situations,FCS,"Population ages 0-14, male",SP.POP.0014.MA.IN,210708781
Fragile and conflict affected situations,FCS,"Population ages 0-14, female",SP.POP.0014.FE.IN,204492560
Fragile and conflict affected situations,FCS,"Population ages 15-64, male",SP.POP.1564.MA.IN,299387934
Fragile and conflict affected situations,FCS,"Population ages 15-64, female",SP.POP.1564.FE.IN,301728281
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3928079
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2204509
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,528275679
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,530513855
France,FRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,5866425
France,FRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5595478
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,20804839
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,21168802
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2664254
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1549983
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,33098317
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35189170
French Polynesia,PYF,"Population ages 0-14, male",SP.POP.0014.MA.IN,28649
French Polynesia,PYF,"Population ages 0-14, female",SP.POP.0014.FE.IN,26825
French Polynesia,PYF,"Population ages 15-64, male",SP.POP.1564.MA.IN,98879
French Polynesia,PYF,"Population ages 15-64, female",SP.POP.1564.FE.IN,96614
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,3219
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2382
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,142256
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,138862
Gabon,GAB,"Population ages 0-14, male",SP.POP.0014.MA.IN,458007
Gabon,GAB,"Population ages 0-14, female",SP.POP.0014.FE.IN,452971
Gabon,GAB,"Population ages 15-64, male",SP.POP.1564.MA.IN,757812
Gabon,GAB,"Population ages 15-64, female",SP.POP.1564.FE.IN,715568
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,9187
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6751
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1262242
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1222547
